"elevation" "plot" "site.plot" "group" "genus" "species" "cover.original" "cover.adjusted" "rel.cover.adjusted" "SLA" "fixedSLA" "rel.SLA" "rel.fixedSLA"
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.atl" 0.5 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.hat" 0.875 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.hat" 0.25 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.hat" 0.125 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.hat" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.hat" 0.375 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.kun" 0.25 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.lyc" 0.25 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.sud" 0.125 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.ven" 0.25 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.ven" 0.125 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.ven" 0.75 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1120" 2 "1120p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1120" 3 "1120p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1120" 4 "1120p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1120" 5 "1120p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1240" 1 "1240p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1240" 2 "1240p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1240" 3 "1240p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1240" 4 "1240p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1240" 5 "1240p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1360" 1 "1360p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1360" 2 "1360p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1360" 3 "1360p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1360" 4 "1360p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1360" 5 "1360p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1480" 1 "1480p1" "bryo" "Paraleucobryum" "para.ene" 0.125 0 0 NA 98.764 0 0
"1480" 2 "1480p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1480" 3 "1480p3" "bryo" "Paraleucobryum" "para.ene" 0.125 0 0 NA 98.764 0 0
"1480" 4 "1480p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1480" 5 "1480p5" "bryo" "Paraleucobryum" "para.ene" 0.125 0 0 NA 98.764 0 0
"1600" 1 "1600p1" "bryo" "Paraleucobryum" "para.ene" 0.5 0.5 0.027 106.651 98.764 2.882 2.669
"1600" 2 "1600p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 98.764 0 0
"1600" 3 "1600p3" "bryo" "Paraleucobryum" "para.ene" 0.125 0.125 0.091 98.764 98.764 8.979 8.979
"1600" 4 "1600p4" "bryo" "Paraleucobryum" "para.ene" 0.375 0.375 0.075 94.972 98.764 7.123 7.407
"1600" 5 "1600p5" "bryo" "Paraleucobryum" "para.ene" 0.75 0.75 0.103 94.669 98.764 9.793 10.217
"1120" 1 "1120p1" "bryo" "Pleurozium" "pleu.sch" 0.125 0.125 0.028 186.889 176.863 5.191 4.913
"1120" 2 "1120p2" "bryo" "Pleurozium" "pleu.sch" 2.875 2.875 0.24 189.753 176.863 45.462 42.373
"1120" 3 "1120p3" "bryo" "Pleurozium" "pleu.sch" 0.375 0.375 0.081 186.889 176.863 15.153 14.34
"1120" 4 "1120p4" "bryo" "Pleurozium" "pleu.sch" 12 12 0.85 161.417 176.863 137.133 150.255
"1120" 5 "1120p5" "bryo" "Pleurozium" "pleu.sch" 11.75 11.75 0.61 209.497 176.863 127.875 107.955
"1240" 1 "1240p1" "bryo" "Pleurozium" "pleu.sch" 12.25 12.25 1 166.29 176.863 166.29 176.863
"1240" 2 "1240p2" "bryo" "Pleurozium" "pleu.sch" 5.75 5.75 1 160.078 176.863 160.078 176.863
"1240" 3 "1240p3" "bryo" "Pleurozium" "pleu.sch" 8.5 8.5 1 183.332 176.863 183.332 176.863
"1240" 4 "1240p4" "bryo" "Pleurozium" "pleu.sch" 11.75 11.75 1 169.724 176.863 169.724 176.863
"1240" 5 "1240p5" "bryo" "Pleurozium" "pleu.sch" 28 28 1 179.85 176.863 179.85 176.863
"1360" 1 "1360p1" "bryo" "Pleurozium" "pleu.sch" 0.25 0.25 0.035 171.845 176.863 6.03 6.206
"1360" 2 "1360p2" "bryo" "Pleurozium" "pleu.sch" 3.5 3.5 0.583 163.205 176.863 95.203 103.17
"1360" 3 "1360p3" "bryo" "Pleurozium" "pleu.sch" 5.5 5.5 0.187 173.706 176.863 32.524 33.115
"1360" 4 "1360p4" "bryo" "Pleurozium" "pleu.sch" 7.625 7.625 0.763 173.578 176.863 132.353 134.858
"1360" 5 "1360p5" "bryo" "Pleurozium" "pleu.sch" 8.375 8.375 0.563 176.892 176.863 99.595 99.578
"1480" 1 "1480p1" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1480" 2 "1480p2" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1480" 3 "1480p3" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1480" 4 "1480p4" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1480" 5 "1480p5" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1600" 1 "1600p1" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1600" 2 "1600p2" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1600" 3 "1600p3" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1600" 4 "1600p4" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1600" 5 "1600p5" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 176.863 0 0
"1120" 1 "1120p1" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Pohlia" "pohl.nut" 0.625 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Pohlia" "pohl.nut" 0.25 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Pohlia" "pohl.nut" 0.25 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.alp" 0.375 0 0 NA 20.946 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.alp" 4.75 4.75 0.826 23.371 20.946 19.307 17.303
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.alp" 1 1 0.471 21.436 20.946 10.087 9.857
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.alp" 0.5 0.5 0.032 21.663 20.946 0.699 0.676
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.alp" 0.375 0.375 0.176 20.181 20.946 3.561 3.696
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 20.946 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.alp" 0.625 0.625 0.125 19.855 20.946 2.482 2.618
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.alp" 2 2 0.276 19.167 20.946 5.287 5.778
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.com" 0.25 0 0 NA 19.367 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.com" 0.125 0 0 NA 19.367 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.com" 0.5 0 0 NA 19.367 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.com" 0.25 0.25 0.035 19.367 19.367 0.68 0.68
