"elevation" "plot" "site.plot" "group" "genus" "species" "cover.original" "cover.adjusted" "rel.cover.adjusted" "pH" "fixedpH" "rel.pH" "rel.fixedpH"
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.atl" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.atl" 0.5 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.atl" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.cav" 0.125 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.cav" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.hat" 0.875 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.hat" 0.25 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.hat" 0.125 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.hat" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.hat" 0.375 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.hat" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.kun" 0.25 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.kun" 0.125 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.kun" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.lyc" 0.25 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.lyc" 0.125 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.lyc" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.sud" 0.125 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.sud" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Lophozia" "loph.ven" 0.25 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Lophozia" "loph.ven" 0.125 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Lophozia" "loph.ven" 0.75 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Lophozia" "loph.ven" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1120" 2 "1120p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1120" 3 "1120p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1120" 4 "1120p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1120" 5 "1120p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1240" 1 "1240p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1240" 2 "1240p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1240" 3 "1240p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1240" 4 "1240p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1240" 5 "1240p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1360" 1 "1360p1" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1360" 2 "1360p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1360" 3 "1360p3" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1360" 4 "1360p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1360" 5 "1360p5" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1480" 1 "1480p1" "bryo" "Paraleucobryum" "para.ene" 0.125 0.125 0.021 3.92 3.968571429 0.083404255 0.08443769
"1480" 2 "1480p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1480" 3 "1480p3" "bryo" "Paraleucobryum" "para.ene" 0.125 0.125 0.008 3.92 3.968571429 0.03136 0.031748571
"1480" 4 "1480p4" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1480" 5 "1480p5" "bryo" "Paraleucobryum" "para.ene" 0.125 0.125 0.056 3.92 3.968571429 0.217777778 0.22047619
"1600" 1 "1600p1" "bryo" "Paraleucobryum" "para.ene" 0.5 0.5 0.027 3.97 3.968571429 0.107297297 0.107258687
"1600" 2 "1600p2" "bryo" "Paraleucobryum" "para.ene" 0 0 0 NA 3.968571429 0 0
"1600" 3 "1600p3" "bryo" "Paraleucobryum" "para.ene" 0.125 0.125 0.091 4.005 3.968571429 0.364090909 0.360779221
"1600" 4 "1600p4" "bryo" "Paraleucobryum" "para.ene" 0.375 0.375 0.075 4.005 3.968571429 0.300375 0.297642857
"1600" 5 "1600p5" "bryo" "Paraleucobryum" "para.ene" 0.75 0.75 0.103 4.04 3.968571429 0.417931034 0.410541872
"1120" 1 "1120p1" "bryo" "Pleurozium" "pleu.sch" 0.125 0.125 0.025 4.2625 4.3095 0.1065625 0.1077375
"1120" 2 "1120p2" "bryo" "Pleurozium" "pleu.sch" 2.875 2.875 0.217 4.18 4.3095 0.906981132 0.935080189
"1120" 3 "1120p3" "bryo" "Pleurozium" "pleu.sch" 0.375 0.375 0.079 4.29 4.3095 0.338684211 0.340223684
"1120" 4 "1120p4" "bryo" "Pleurozium" "pleu.sch" 12 12 0.842 4.28 4.3095 3.604210526 3.629052632
"1120" 5 "1120p5" "bryo" "Pleurozium" "pleu.sch" 11.75 11.75 0.61 4.3 4.3095 2.624675325 2.630474026
"1240" 1 "1240p1" "bryo" "Pleurozium" "pleu.sch" 12.25 12.25 0.899 4.38 4.3095 3.937981651 3.87459633
"1240" 2 "1240p2" "bryo" "Pleurozium" "pleu.sch" 5.75 5.75 0.852 4.25 4.3095 3.62037037 3.671055556
"1240" 3 "1240p3" "bryo" "Pleurozium" "pleu.sch" 8.5 8.5 0.919 4.37 4.3095 4.015675676 3.960081081
"1240" 4 "1240p4" "bryo" "Pleurozium" "pleu.sch" 11.75 11.75 0.887 4.31 4.3095 3.822075472 3.821632075
"1240" 5 "1240p5" "bryo" "Pleurozium" "pleu.sch" 28 28 0.987 4.32 4.3095 4.262907489 4.252546256
"1360" 1 "1360p1" "bryo" "Pleurozium" "pleu.sch" 0.25 0.25 0.035 4.34 4.3095 0.152280702 0.151210526
"1360" 2 "1360p2" "bryo" "Pleurozium" "pleu.sch" 3.5 3.5 0.583 4.4 4.3095 2.566666667 2.513875
"1360" 3 "1360p3" "bryo" "Pleurozium" "pleu.sch" 5.5 5.5 0.187 4.23 4.3095 0.792 0.806885106
"1360" 4 "1360p4" "bryo" "Pleurozium" "pleu.sch" 7.625 7.625 0.763 4.57 4.3095 3.484625 3.28599375
"1360" 5 "1360p5" "bryo" "Pleurozium" "pleu.sch" 8.375 8.375 0.563 4.16 4.3095 2.342184874 2.426357143
"1480" 1 "1480p1" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1480" 2 "1480p2" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1480" 3 "1480p3" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1480" 4 "1480p4" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1480" 5 "1480p5" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1600" 1 "1600p1" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1600" 2 "1600p2" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1600" 3 "1600p3" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1600" 4 "1600p4" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1600" 5 "1600p5" "bryo" "Pleurozium" "pleu.sch" 0 0 0 NA 4.3095 0 0
"1120" 1 "1120p1" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1120" 2 "1120p2" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1120" 3 "1120p3" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1120" 4 "1120p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1120" 5 "1120p5" "bryo" "Pohlia" "pohl.nut" 0.625 0 0 NA 4.43 0 0
"1240" 1 "1240p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1240" 2 "1240p2" "bryo" "Pohlia" "pohl.nut" 0.125 0.125 0.019 4.43 4.43 0.082037037 0.082037037
"1240" 3 "1240p3" "bryo" "Pohlia" "pohl.nut" 0.125 0.125 0.014 4.43 4.43 0.059864865 0.059864865
"1240" 4 "1240p4" "bryo" "Pohlia" "pohl.nut" 0.125 0.125 0.009 4.43 4.43 0.041792453 0.041792453
"1240" 5 "1240p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1360" 1 "1360p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1360" 2 "1360p2" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1360" 3 "1360p3" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1360" 4 "1360p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1360" 5 "1360p5" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1480" 1 "1480p1" "bryo" "Pohlia" "pohl.nut" 0.25 0 0 NA 4.43 0 0
"1480" 2 "1480p2" "bryo" "Pohlia" "pohl.nut" 0.25 0 0 NA 4.43 0 0
"1480" 3 "1480p3" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1480" 4 "1480p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1480" 5 "1480p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1600" 1 "1600p1" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1600" 2 "1600p2" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1600" 3 "1600p3" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1600" 4 "1600p4" "bryo" "Pohlia" "pohl.nut" 0.125 0 0 NA 4.43 0 0
"1600" 5 "1600p5" "bryo" "Pohlia" "pohl.nut" 0 0 0 NA 4.43 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.alp" 0.375 0 0 NA 4.346666667 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.alp" 4.75 4.75 0.809 4.48 4.346666667 3.62212766 3.514326241
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.alp" 1 1 0.471 4.48 4.346666667 2.108235294 2.045490196
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.alp" 0.5 0.5 0.032 4.27 4.346666667 0.13664 0.139093333
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.alp" 0.375 0.375 0.167 4.4 4.346666667 0.733333333 0.724444444
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
